resume_index,actual_job_role,rank,recommended_job_role,semantic_similarity
5443,Sales Manager,2,Scala Developer,48.06
5443,Sales Manager,3,Network Engineer,46.25
5443,Sales Manager,4,QA Engineer,46.09
5443,Sales Manager,5,Software Engineer,44.58
5444,Bus Driver,1,Customer Service Representative,37.84
5444,Bus Driver,2,Compliance Officer,37.2
5444,Bus Driver,3,Safety Engineer,36.46
5444,Bus Driver,4,Data Engineer,36.4
5444,Bus Driver,5,Truck Driver,36.27
5445,Occupational Therapist,1,Occupational Therapist,64.95
5445,Occupational Therapist,2,Physical Therapist,46.23
5445,Occupational Therapist,3,Massage Therapist,44.29
5445,Occupational Therapist,4,Counselor,38.71
5445,Occupational Therapist,5,HR Consultant,38.17
5446,Spark Developer,1,Spark Developer,56.26
5446,Spark Developer,2,Data Engineer,55.02
5446,Spark Developer,3,Data Scientist,52.46
5446,Spark Developer,4,Scala Developer,50.76
5446,Spark Developer,5,Hadoop Developer,46.68
5447,Solutions Engineer,1,Solutions Engineer,51.55
5447,Solutions Engineer,2,Software Engineer,50.87
5447,Solutions Engineer,3,Electronics Engineer,48.18
5447,Solutions Engineer,4,Project Engineer,47.03
5447,Solutions Engineer,5,Pre-Sales Engineer,46.95
5448,Shell Script Developer,1,Shell Script Developer,49.86
5448,Shell Script Developer,2,DevOps Engineer,47.72
5448,Shell Script Developer,3,Solutions Engineer,42.7
5448,Shell Script Developer,4,Embedded Systems Engineer,39.98
5448,Shell Script Developer,5,Systems Administrator,39.06
5449,Vice President,1,Business Development Manager,53.37
5449,Vice President,2,Learning & Development Manager,47.32
5449,Vice President,3,Strategy Consultant,41.31
5449,Vice President,4,Management Consultant,41.04
5449,Vice President,5,Redis Developer,40.79
5450,Hairstylist,1,Instructional Designer,42.29
5450,Hairstylist,2,Esthetician,38.01
5450,Hairstylist,3,Looker Developer,35.72
5450,Hairstylist,4,Web Designer,35.45
5450,Hairstylist,5,Pre-Sales Engineer,35.3
5451,IT Project Manager,1,IT Project Manager,55.74
5451,IT Project Manager,2,Project Manager,55.23
5451,IT Project Manager,3,Project Engineer,53.8
5451,IT Project Manager,4,Management Consultant,53.43
5451,IT Project Manager,5,Learning & Development Manager,52.26
5452,Nurse,1,Registered Nurse,46.71
5452,Nurse,2,Nursing Manager,44.15
5452,Nurse,3,Nurse,43.72
5452,Nurse,4,Scrum Master,34.32
5452,Nurse,5,Healthcare Administrator,33.68
5453,Ruby Developer,1,Ruby Developer,56.8
5453,Ruby Developer,2,SAS Programmer,45.58
5453,Ruby Developer,3,Software Engineer,45.54
5453,Ruby Developer,4,Magento Developer,43.65
5453,Ruby Developer,5,Data Engineer,43.09
5454,Social Media Content Creator,1,Videographer,42.31
5454,Social Media Content Creator,2,Photographer,39.81
5454,Social Media Content Creator,3,Content Creator,38.32
5454,Social Media Content Creator,4,Social Media Content Creator,38.11
5454,Social Media Content Creator,5,Instructional Designer,38.0
5455,Environmental Engineer,1,Environmental Engineer,56.81
5455,Environmental Engineer,2,Sustainability Consultant,44.71
5455,Environmental Engineer,3,Solutions Engineer,43.68
5455,Environmental Engineer,4,QA Engineer,41.94
5455,Environmental Engineer,5,Project Engineer,40.54
5456,Informatica Developer,1,Data Engineer,55.63
5456,Informatica Developer,2,Data Scientist,50.03
5456,Informatica Developer,3,Data Analyst,47.88
5456,Informatica Developer,4,Analytics Engineer,47.21
5456,Informatica Developer,5,Academic Data Analyst,45.82
5457,Farmer,1,Agricultural Engineer,52.05
5457,Farmer,2,Sustainability Consultant,49.1
5457,Farmer,3,Solutions Engineer,44.98
5457,Farmer,4,Learning & Development Manager,44.52
5457,Farmer,5,Farm Manager,44.06
5458,IT Project Manager,1,IT Project Manager,55.29
5458,IT Project Manager,2,IT Consultant,48.16
5458,IT Project Manager,3,Solutions Engineer,47.94
5458,IT Project Manager,4,Management Consultant,47.53
5458,IT Project Manager,5,Project Engineer,45.92
5459,Training Manager,1,Instructional Designer,43.03
5459,Training Manager,2,Learning & Development Manager,42.25
5459,Training Manager,3,Security Engineer,37.36
5459,Training Manager,4,Network Engineer,37.0
5459,Training Manager,5,Community Outreach Coordinator,36.55
5460,Photographer,1,Instructional Designer,47.31
5460,Photographer,2,Photographer,44.08
5460,Photographer,3,Videographer,44.05
5460,Photographer,4,UI Designer,41.98
5460,Photographer,5,UX Designer,40.83
5461,Massage Therapist,1,Massage Therapist,49.2
5461,Massage Therapist,2,Occupational Therapist,38.78
5461,Massage Therapist,3,Instructional Designer,37.02
5461,Massage Therapist,4,IT Consultant,36.94
5461,Massage Therapist,5,Physical Therapist,35.66
5462,Firefighter,1,Ruby Developer,47.74
5462,Firefighter,2,Kotlin Developer,43.7
5462,Firefighter,3,Firefighter,43.11
5462,Firefighter,4,QA Engineer,42.76
5462,Firefighter,5,Safety Engineer,42.14
5463,Counselor,1,Business Consultant,43.35
5463,Counselor,2,Management Consultant,42.08
5463,Counselor,3,IT Consultant,40.98
5463,Counselor,4,Counselor,39.61
5463,Counselor,5,Business Development Manager,38.28
5464,Scrum Master,1,Scrum Master,63.29
5464,Scrum Master,2,Cassandra Developer,45.82
5464,Scrum Master,3,Learning & Development Manager,39.5
5464,Scrum Master,4,Swift Developer,36.31
5464,Scrum Master,5,Training Manager,34.83
5465,C++ Developer,1,Software Engineer,52.57
5465,C++ Developer,2,Data Engineer,50.57
5465,C++ Developer,3,Software Test Engineer,48.61
5465,C++ Developer,4,Systems Administrator,47.78
5465,C++ Developer,5,Learning & Development Manager,47.75
5466,Geologist,1,Civil Engineer,44.0
5466,Geologist,2,Geologist,43.2
5466,Geologist,3,Data Engineer,42.44
5466,Geologist,4,Solutions Engineer,41.67
5466,Geologist,5,IT Field Technician,40.97
5467,Hairstylist,1,Pre-Sales Engineer,42.41
5467,Hairstylist,2,Instructional Designer,41.52
5467,Hairstylist,3,Electrician,39.41
5467,Hairstylist,4,Nail Technician,39.36
5467,Hairstylist,5,IT Field Technician,38.71
5468,Psychiatrist,1,Psychologist,46.67
5468,Psychiatrist,2,Psychiatrist,43.64
5468,Psychiatrist,3,Massage Therapist,40.27
5468,Psychiatrist,4,Counselor,39.47
5468,Psychiatrist,5,Medical Technologist,37.11
5469,Office Manager,1,Learning & Development Manager,47.8
5469,Office Manager,2,Sales Manager,44.07
5469,Office Manager,3,Management Consultant,43.23
5469,Office Manager,4,Administrative Assistant,42.84
5469,Office Manager,5,Sales Executive,42.5
5470,Occupational Therapist,1,Occupational Therapist,57.47
5470,Occupational Therapist,2,Management Consultant,44.43
5470,Occupational Therapist,3,Business Consultant,43.89
5470,Occupational Therapist,4,IT Consultant,40.54
5470,Occupational Therapist,5,HR Consultant,38.05
5471,Data Analyst,1,Academic Data Analyst,50.13
5471,Data Analyst,2,Data Scientist,48.07
5471,Data Analyst,3,Data Engineer,47.54
5471,Data Analyst,4,Data Analyst,47.22
5471,Data Analyst,5,Python Developer,46.95
5472,Real Estate Agent,1,Real Estate Agent,46.88
5472,Real Estate Agent,2,Real Estate Broker,46.88
5472,Real Estate Agent,3,Cloud Architect,42.29
5472,Real Estate Agent,4,Business Consultant,37.71
5472,Real Estate Agent,5,Content Marketing Manager,37.24
5473,Judge,1,Business Development Manager,45.04
5473,Judge,2,Corporate Lawyer,44.09
5473,Judge,3,Business Consultant,40.82
5473,Judge,4,Law Clerk,40.08
5473,Judge,5,Management Consultant,38.87
5474,AR/VR Developer,1,AR/VR Developer,48.09
5474,AR/VR Developer,2,Learning & Development Manager,44.05
5474,AR/VR Developer,3,Graphic Designer,43.96
5474,AR/VR Developer,4,Game Developer,43.8
5474,AR/VR Developer,5,Project Engineer,43.62
5475,Radio Host,1,Instructional Designer,39.81
5475,Radio Host,2,Content Marketing Manager,39.73
5475,Radio Host,3,Learning & Development Manager,38.91
5475,Radio Host,4,Web Designer,38.29
5475,Radio Host,5,QA Engineer,36.94
5476,Sports Commentator,1,Scrum Master,51.21
5476,Sports Commentator,2,Strategy Consultant,37.9
5476,Sports Commentator,3,Sports Manager,37.39
5476,Sports Commentator,4,Sports Agent,36.86
5476,Sports Commentator,5,Broadcast Technician,34.68
5477,Performance Tester,1,Software Test Engineer,52.46
5477,Performance Tester,2,Rust Developer,46.81
5477,Performance Tester,3,Solutions Engineer,45.81
5477,Performance Tester,4,Data Engineer,45.39
5477,Performance Tester,5,Security Tester,43.74
5478,Physical Therapist,1,Physical Therapist,47.63
5478,Physical Therapist,2,Occupational Therapist,41.42
5478,Physical Therapist,3,Physician,38.67
5478,Physical Therapist,4,Registered Nurse,38.38
5478,Physical Therapist,5,Massage Therapist,37.44
5479,Producer,1,Technical Writer,45.25
5479,Producer,2,Business Development Manager,44.54
5479,Producer,3,Learning & Development Manager,44.21
5479,Producer,4,Project Engineer,42.76
5479,Producer,5,Marketing Manager,42.56
5480,Electronics Engineer,1,Software Test Engineer,55.61
5480,Electronics Engineer,2,Electronics Engineer,54.76
5480,Electronics Engineer,3,Embedded Systems Engineer,52.47
5480,Electronics Engineer,4,Software Engineer,47.85
5480,Electronics Engineer,5,QA Engineer,47.0
5481,Talend Developer,1,Jupyter Developer,54.98
5481,Talend Developer,2,Data Engineer,51.31
5481,Talend Developer,3,Data Scientist,45.67
5481,Talend Developer,4,Oracle Applications Developer,45.6
5481,Talend Developer,5,Hadoop Developer,42.21
5482,Technical Writer,1,Technical Writer,47.82
5482,Technical Writer,2,Data Engineer,44.48
5482,Technical Writer,3,DevOps Engineer,43.01
5482,Technical Writer,4,Software Engineer,42.78
5482,Technical Writer,5,SAP Developer,42.47
5483,Creative Director,1,Instructional Designer,44.28
5483,Creative Director,2,UX Designer,43.15
5483,Creative Director,3,Strategy Consultant,42.37
5483,Creative Director,4,Solutions Engineer,41.5
5483,Creative Director,5,Learning & Development Manager,41.39
5484,HVAC Technician,1,HVAC Technician,53.56
5484,HVAC Technician,2,Safety Engineer,51.33
5484,HVAC Technician,3,Security Engineer,45.35
5484,HVAC Technician,4,Solutions Engineer,43.81
5484,HVAC Technician,5,Technical Support Specialist,42.24
5485,Real Estate Agent,1,Pre-Sales Engineer,46.96
5485,Real Estate Agent,2,Data Engineer,41.88
5485,Real Estate Agent,3,BI Developer,40.56
5485,Real Estate Agent,4,Business Consultant,40.53
5485,Real Estate Agent,5,QA Engineer,39.57
5486,Conservator,1,Conservation Officer,52.36
5486,Conservator,2,Scrum Master,47.93
5486,Conservator,3,Learning & Development Manager,44.34
5486,Conservator,4,Sustainability Consultant,41.81
5486,Conservator,5,Project Engineer,41.5
5487,Medical Technologist,1,Quality Assurance Manager,43.75
5487,Medical Technologist,2,Software Test Engineer,43.13
5487,Medical Technologist,3,Security Tester,39.97
5487,Medical Technologist,4,IT Field Technician,39.83
5487,Medical Technologist,5,QA Engineer,38.13
5488,Operations Manager,1,Business Development Manager,54.49
5488,Operations Manager,2,Learning & Development Manager,51.0
5488,Operations Manager,3,Quality Assurance Manager,45.74
5488,Operations Manager,4,IT Project Manager,44.9
5488,Operations Manager,5,Project Engineer,44.88
5489,Learning & Development Manager,1,Learning & Development Manager,57.87
5489,Learning & Development Manager,2,Training Manager,50.78
5489,Learning & Development Manager,3,Scrum Master,47.1
5489,Learning & Development Manager,4,IT Project Manager,45.64
5489,Learning & Development Manager,5,Project Manager,42.93
5490,Environmental Engineer,1,Environmental Engineer,56.52
5490,Environmental Engineer,2,Sustainability Consultant,46.67
5490,Environmental Engineer,3,Environmental Scientist,45.92
5490,Environmental Engineer,4,DevOps Engineer,44.38
5490,Environmental Engineer,5,Software Engineer,40.93
5491,Pre-Sales Engineer,1,Data Engineer,51.05
5491,Pre-Sales Engineer,2,Software Engineer,49.24
5491,Pre-Sales Engineer,3,Security Engineer,47.76
5491,Pre-Sales Engineer,4,Solutions Engineer,47.37
5491,Pre-Sales Engineer,5,Software Test Engineer,46.09
5492,Nutritionist,1,Nutritionist,51.62
5492,Nutritionist,2,Food Scientist,39.35
5492,Nutritionist,3,Agricultural Engineer,35.97
5492,Nutritionist,4,Management Consultant,35.71
5492,Nutritionist,5,Fitness Manager,35.23
5493,Machine Learning Engineer,1,Rust Developer,49.22
5493,Machine Learning Engineer,2,Python Developer,47.78
5493,Machine Learning Engineer,3,AI/ML Specialist,47.33
5493,Machine Learning Engineer,4,Machine Learning Engineer,44.13
5493,Machine Learning Engineer,5,Technical Writer,41.48
5494,HR Business Partner,1,Scrum Master,56.76
5494,HR Business Partner,2,HR Consultant,52.53
5494,HR Business Partner,3,HR Operations Manager,49.44
5494,HR Business Partner,4,HR Manager,48.1
5494,HR Business Partner,5,Strategy Consultant,47.1
5495,Cassandra Developer,1,Cassandra Developer,62.7
5495,Cassandra Developer,2,Data Scientist,40.39
5495,Cassandra Developer,3,Hadoop Developer,39.55
5495,Cassandra Developer,4,Data Engineer,38.6
5495,Cassandra Developer,5,Data Warehouse Architect,37.6
5496,Pharmacist,1,Pharmacist,53.82
5496,Pharmacist,2,Strategy Consultant,41.71
5496,Pharmacist,3,Business Consultant,37.99
5496,Pharmacist,4,Physician,37.95
5496,Pharmacist,5,Management Consultant,37.17
5497,Agricultural Engineer,1,Agricultural Engineer,61.54
5497,Agricultural Engineer,2,Solutions Engineer,52.81
5497,Agricultural Engineer,3,Project Engineer,49.64
5497,Agricultural Engineer,4,QA Engineer,48.78
5497,Agricultural Engineer,5,Software Engineer,48.33
5498,Pastry Chef,1,Pastry Chef,59.64
5498,Pastry Chef,2,Restaurant Manager,45.24
5498,Pastry Chef,3,Chef,44.54
5498,Pastry Chef,4,Food Scientist,41.7
5498,Pastry Chef,5,Head Chef,38.54
5499,Director,1,Business Development Manager,53.66
5499,Director,2,Management Consultant,49.87
5499,Director,3,Strategy Consultant,45.41
5499,Director,4,Security Engineer,44.8
5499,Director,5,Business Consultant,44.59
5500,Loss Prevention Manager,1,Security Engineer,57.05
5500,Loss Prevention Manager,2,Security Guard,54.97
5500,Loss Prevention Manager,3,Cybersecurity Analyst,53.69
5500,Loss Prevention Manager,4,Cybersecurity Specialist,52.5
5500,Loss Prevention Manager,5,Security Tester,49.74
5501,Restaurant Manager,1,Restaurant Manager,51.6
5501,Restaurant Manager,2,Customer Success Manager,47.41
5501,Restaurant Manager,3,Marketing Manager,46.54
5501,Restaurant Manager,4,Learning & Development Manager,46.26
5501,Restaurant Manager,5,Business Development Manager,45.23
5502,Sous Chef,1,Restaurant Manager,50.33
5502,Sous Chef,2,Chef,48.57
5502,Sous Chef,3,Head Chef,43.93
5502,Sous Chef,4,Learning & Development Manager,41.59
5502,Sous Chef,5,Pastry Chef,40.34
5503,Chief Executive Officer,1,Business Development Manager,55.41
5503,Chief Executive Officer,2,Learning & Development Manager,48.94
5503,Chief Executive Officer,3,Management Consultant,44.73
5503,Chief Executive Officer,4,Chief Marketing Officer,44.16
5503,Chief Executive Officer,5,General Manager,43.85
5504,Graphic Designer,1,Magento Developer,49.93
5504,Graphic Designer,2,Web Designer,49.25
5504,Graphic Designer,3,Instructional Designer,48.7
5504,Graphic Designer,4,Oracle Applications Developer,45.32
5504,Graphic Designer,5,Software Engineer,45.19
5505,Java Backend Developer,1,DevOps Engineer,44.61
5505,Java Backend Developer,2,Agricultural Engineer,43.51
5505,Java Backend Developer,3,Embedded Systems Engineer,40.55
5505,Java Backend Developer,4,Solutions Engineer,39.29
5505,Java Backend Developer,5,Software Engineer,38.55
5506,Business Development Manager,1,Security Engineer,49.97
5506,Business Development Manager,2,Business Development Manager,49.65
5506,Business Development Manager,3,Oracle Applications Developer,48.81
5506,Business Development Manager,4,Software Engineer,48.8
5506,Business Development Manager,5,Software Test Engineer,46.06
5507,Photographer,1,Instructional Designer,44.7
5507,Photographer,2,Videographer,44.6
5507,Photographer,3,Photographer,44.52
5507,Photographer,4,Graphic Designer,39.22
5507,Photographer,5,Sales Associate,38.29
5508,Informatica Developer,1,Data Engineer,53.36
5508,Informatica Developer,2,Business Development Manager,47.28
5508,Informatica Developer,3,Data Scientist,46.89
5508,Informatica Developer,4,SAP Developer,46.41
5508,Informatica Developer,5,Analytics Engineer,45.41
5509,Park Ranger,1,Environmental Engineer,56.67
5509,Park Ranger,2,Environmental Scientist,46.19
5509,Park Ranger,3,Sustainability Consultant,44.43
5509,Park Ranger,4,Conservation Officer,40.95
5509,Park Ranger,5,Data Engineer,37.01
5510,Shopify Developer,1,Software Engineer,50.81
5510,Shopify Developer,2,Solutions Engineer,49.2
5510,Shopify Developer,3,Electronics Engineer,48.76
5510,Shopify Developer,4,Data Engineer,48.47
5510,Shopify Developer,5,Product Marketing Manager,47.31
5511,Animator,1,Animator,51.86
5511,Animator,2,Instructional Designer,49.49
5511,Animator,3,Graphic Designer,44.22
5511,Animator,4,Software Engineer,40.32
5511,Animator,5,Game Developer,38.62
5512,Administrative Assistant,1,Administrative Assistant,48.45
5512,Administrative Assistant,2,Executive Assistant,44.21
5512,Administrative Assistant,3,Software Architect,41.82
5512,Administrative Assistant,4,Learning & Development Manager,41.45
5512,Administrative Assistant,5,Software Engineer,40.88
5513,Looker Developer,1,Cassandra Developer,60.6
5513,Looker Developer,2,Analytics Engineer,54.35
5513,Looker Developer,3,Scala Developer,49.33
5513,Looker Developer,4,Data Scientist,49.13
5513,Looker Developer,5,Data Engineer,47.48
5514,Microbiologist,1,Data Engineer,49.09
5514,Microbiologist,2,Academic Data Analyst,46.4
5514,Microbiologist,3,Microbiologist,45.87
5514,Microbiologist,4,Laboratory Manager,45.0
5514,Microbiologist,5,Business Development Manager,43.99
5515,Haskell Developer,1,Haskell Developer,61.88
5515,Haskell Developer,2,Software Engineer,47.15
5515,Haskell Developer,3,R Programmer,44.72
5515,Haskell Developer,4,Software Test Engineer,44.2
5515,Haskell Developer,5,Data Engineer,43.85
5516,Technical Account Manager,1,Software Engineer,50.11
